Number,Dialogue,Reponse,URL,hash,work_id,title,author,fandom,words,category,Banter
17914,"Natsuo chuckles, ""I don't think anyone who isn't a teenage girl listens to as much cutesy k-pop as you do.""","""Present Mic totally does,"" Hawks argues, ""Half the songs I got from his show. Anyway, I was just curious about who she's bringing to the wedding.""",https://archiveofourown.org/works/16349576,0x9e1d9293381c1163f74b87ef392cb1ea22aab1379e13f6c56fbe392e55899d68,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17929,"""I wouldn't be surprised if he'll be creeping on all you guys from the roof, but if you want him to actually talk to you guys--is Yukina okay with that?""","Natsuo snorts, ""Yukina is cool with all the other Todoroki drama, why should she be fazed by my ex-villain older brother? But--if you could talk to him maybe--""",https://archiveofourown.org/works/16349576,0xbea842fa30006ae3c8596bcbc0694364222a004e3b51340a3d5bd33402f519c1,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17932,"""Thanks Hawks,"" Natsuo says with a grin, ""You're the best.""","""So I hear,"" Hawks grins back.",https://archiveofourown.org/works/16349576,0x44caac39687be9a4e40c572f567f79cfdd1ead4d711917b338101ed1c35a60e3,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17933,"""So I hear,"" Hawks grins back.","""Oh, that reminds me, Fuyumi wants to talk to you when you have a chance,"" Natsuo says, polishing off the rest of his soba.",https://archiveofourown.org/works/16349576,0xf3fb7c34503fdd075d804e61809635e8f19adb2b09a7ad0b6e203cea317cd781,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17935,"""Fuyumi? Really? Does she want to ban me from the shrine ceremony?"" Hawks asks, raising an eyebrow.","""Nah, you're definitely coming to that, Hawks-bro,"" Natsuo replies, ""I don't know, she just said there was something she wanted to talk to you about.""",https://archiveofourown.org/works/16349576,0x821593d0cbfc9f690560655fa56be708314acaebce6bcfa428a3aad729bfb16f,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17936,"""Nah, you're definitely coming to that, Hawks-bro,"" Natsuo replies, ""I don't know, she just said there was something she wanted to talk to you about.""","""Maybe she wants to warn me off Dabi again,"" Hawks muses, ""Ask me if I'm really taking this whole thing seriously or not.""",https://archiveofourown.org/works/16349576,0x834e1c7faebf95043233ff06149e5095eaf53b1eb313cde3bbfa2c3d3f97b8fa,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17939,"""Yeah, tell her to come by like next week; I've got to catch up on paperwork,"" Hawks says, stretching, ""Mahou is going to hex me to kingdom come if I ask her for another extension.""","""Okay, thanks Hawks-bro!"" Natsuo says, slinging an arm around Hawks' shoulder.",https://archiveofourown.org/works/16349576,0x0e263ad6223d8f34733ce85a31726ebe72e8f79d76836287b3212113919b9c4c,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17944,"""Sure, but what's in it?"" Hawks asks, picking up the binder, ""Don't tell me; it's the wedding dress code, or--oh, it's the floor plan of the venue so he can plot out his prime position to hang out creepily on the roof and watch through the windows.""","Fuyumi doesn't move, her hands clenched on her knees, ""...have you heard of the wolf hero, Direwolf?""",https://archiveofourown.org/works/16349576,0x6ceba780631e87220b3da79f34a286768628d708d587e59c6027c92ab690862c,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17945,"Fuyumi doesn't move, her hands clenched on her knees, ""...have you heard of the wolf hero, Direwolf?""","""I think so?"" Hawks says, searching his memory (not one of the top twenty, or even one of the top thirty, but he thinks he's seen the name in the top fifty), ""The guy with werewolf quirk, right? I think I've seen a commercial he was in.""",https://archiveofourown.org/works/16349576,0x6abea71abf97075c1950bc97ac8d1cfe4bb2998dbd23c18d4f558cc9c0e49106,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17951,"""He didn't have a problem before, and he certainly still seems to be in that line of work,"" Fuyumi says, pressing her hands together.","""He would never deny you anything, but--you know what happens if I tell him though, right?"" Hawks asks, placing his fingers on the binder, ""It will not be--it could get messy.""",https://archiveofourown.org/works/16349576,0x7c1902b861a9106dd6c64c7f3aa3813cfc42cbcc500d87367e311f8cd6d08bcc,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17952,"""He would never deny you anything, but--you know what happens if I tell him though, right?"" Hawks asks, placing his fingers on the binder, ""It will not be--it could get messy.""","""Kei-kun is five, and he has a broken arm."" Fuyumi says, turquoise eyes blazing like her brother's flames, ""Because of him--because no one took him away--he got hurt worse. That needs to stop.""",https://archiveofourown.org/works/16349576,0x2d58095734b91d0f625c04d54287811760dea45807cb4a7186bb8042f8fddf6f,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17954,"Hawks reaches over to take the binder in hand, ""He definitely needs to be stopped, but--can I ask you something I know Dabi is going to ask?""","""You can ask me anything as long as you get that information to him,"" Fuyumi says, crossing her arms.",https://archiveofourown.org/works/16349576,0xebc1f01fb06da8c0c98d63e238932cc75564f7e133c7f4ac10d9865efe35b0ef,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17968,"Fuyumi lets out a short bark of a laugh, ""Does he--does he even know Natsu's getting married?""","""Yeah, I told him,"" Hawks says, ""Also--Natsu asked me to tell him to come to the wedding, so--I'll try to do so.""",https://archiveofourown.org/works/16349576,0x260c4341eed593ad97f042343388e0988848dff11fec721a1591b718dc318476,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17970,"Fuyumi's eyes flicker, ""I--I would like that. It would--mean a lot to all of us.""","""Like I said, I'll try, but--you know Touya,"" Hawks says with a shrug.",https://archiveofourown.org/works/16349576,0xa5ef8f9dbc7ef413a3e5a596839dd64b30210d378072afcb604cd59e9b41150e,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17985,"""Oh believe me, I'm sure he does,"" Hawks says with a shrug, ""I just convince him otherwise with other--incentives.""","Fuyumi pulls a face, ""And that is definitely my cue to go,"" she says, opening the door.",https://archiveofourown.org/works/16349576,0xc5860552279042a8879ac674141ce1fb75d04ac87c4b8837b2b7bbe9ecbdc7a2,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
17993,"""Fuyumi came to see you?"" Dabi asks incredulously, ""Must be serious then--there isn't some pervert following her around, is there? Why hasn't Natsu or Shouto iced him yet?""","""Nothing like that,"" Hawks says, ""It's--one of her students. She brought me a binder with all the details.""",https://archiveofourown.org/works/16349576,0xe699bc3017a5a0acf86568e719640cabeba362735b887206e3855f4a22c07da9,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18003,"Dabi makes a frustrated noise into the phone, ""When was it easy for any of us?""","""For her--she said she envies you and Natsu your pure hatred?"" Hawks offers.",https://archiveofourown.org/works/16349576,0xa13024e0cb1f92f6e013bf0db649683e496b2341b7fc5c3bfc6e77f18b64d84e,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18007,"""You weren't hell-bent on vengeance on them for years,"" Dabi argues, his voice slightly less raspy than before.","""Maybe, but I did get them all fired and half of them jailed for corruption,"" Hawks points out, ""Honestly, they're probably all plotting vengeance on me at this point.""",https://archiveofourown.org/works/16349576,0x97f8a51a159854a42214713cc5607bba7aaf51644ac207a9e492c7305411f685,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18012,"""She has some guesses,"" Hawks says, taking out a map of contacts Fuyumi had created in the binder, ""You need me to hunt these down?""","""Would save me some time,"" Dabi says, with some rustling noise in the background, ""Besides, you guys probably want to root them out as well, don't you?""",https://archiveofourown.org/works/16349576,0x0a591a2463e962100fad3d3a49c264e124048312a45b5bdc87ad598e25c50371,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18020,"""Oh my god Dabi, did you play a dating sim of me?"" Hawks coos with delight, sitting up straight (who knew that terrible dating sim was going to be a goldmine), ""Did you miss my pretty face that much?""","""No,"" Dabi huffs, ""I was just--I was bored. And Honda had it lying around, so I just--took a look.""",https://archiveofourown.org/works/16349576,0xc4799bea0e5fdb9eb80e7bc174c997b320e27107875b26382b3e42aba1411825,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18023,"""No, I was too distracted by all the corny dialogue they were having you spout,"" Dabi says, amusement laced in his tone, ""They have you call the player character 'the wind beneath your fucking wings.'""","""Does that do it for you, Touya?"" Hawks asks with a bit of a theatrically breathy voice into the phone.",https://archiveofourown.org/works/16349576,0x785e813af7862c1dc82946e471dd9b70db616f73c52efd82f3f2efe6c233f506,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",1
18027,"Dabi lets out a small chuckle, ""Whatever. Tell your manager to actually do his fucking job and look over the dialogue next time.""","""Aw, baby, thanks for the concern,"" Hawks smirks into the phone.",https://archiveofourown.org/works/16349576,0x24a0660abae5e48555a58554bf20bd08a16504c8ef4dffaf9f5c618ce58f1a21,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",1
18038,"""I'm glad your tradition of bribing your trainees with food is still going strong,"" Hawks says with a grin.","""Introducing you to chicken wings was such a mistake,"" Mahou says, propping her head up in her hand, ""It was like a gateway drug for you.""",https://archiveofourown.org/works/16349576,0xb7c91b3cd00b232abbe10079ecbb457f97b9b94eea25e6981831bb0fc148b926,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18059,"""And--I mean, all the stuff that he does while he is away--he's helped a lot of people,"" Hawks says, ""He's helped you guys out a lot. Clean-up after the whole League of Villains thing could not nearly have gone as smoothly without him.""","""I know, that's what you told me when you were convincing me to help you break Dabi out,"" Mahou reminds him.",https://archiveofourown.org/works/16349576,0xf6e2d0aff985562e3bef38f6dbee44329f10e010434abaf9d5c8c45d931fc9ad,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18060,"""I know, that's what you told me when you were convincing me to help you break Dabi out,"" Mahou reminds him.","""Also, he's super hot,"" Hawks continues with a wide grin, ""Like both figuratively and literally.""",https://archiveofourown.org/works/16349576,0x1d8ae4e83b4dc2c2bdd290e27a2d45413022b76e8f24dfc3fb51f55f76ce337c,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18076,"Dabi smiles against his neck, ""If you try booty shorts again, I will dye your hair in your sleep.""","""Oh come on, you looked good in those,"" Hawks whines, kicking at Dabi's foot, ""And that's not much of a threat--what color?""",https://archiveofourown.org/works/16349576,0x7efec05aca9daddb9fd9e5a154d34f067b6db78d36cd8d0d9fd66967539fd91c,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",1
18078,"""Green,"" Dabi replies, drawing himself up and off of Hawks, although still reaching over to scratch right at where Hawks' wings join with his back, ""You would look like some kind of Christmas monstrosity.""","""I could be Christmas Big Bird,"" Hawks muses, leaning into Dabi's hand while calling over some feathers to bring over some wet wipes from his bathroom, ""It'd be fun for Christmas ads or something.""",https://archiveofourown.org/works/16349576,0xc0cd23033a37622291cd7a15730ec6157b382f2baede381aa28e7ca623f3f37b,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18087,"""Like you do right now?"" Hawks asks, sweeping a hand through Dabi's hair that definitely had more red in it than it did last time.","""Didn't have a time for it,"" Dabi mutters, parting his hair with his hand to try and cover up the roots.",https://archiveofourown.org/works/16349576,0x96c2446cc41a17366768eafee4b681624718f0070142569408ab70251d98a966,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18089,"Hawks tangles his own fingers with Dabi's, ""I mean, you could--maybe kill the hair dye for once?""","Dabi pauses trying to mess around with his hair, ""Why?""",https://archiveofourown.org/works/16349576,0xa715b1c778964cd47fadd954d50b8ed31a0c80544b1ea94551f04229fa331cad,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18097,"""Okay, but I never actually said I was scared, I just implied it. Honestly Touya, Natsu's the one that looks most like Endeavor,"" Hawks says, reaching out and caressing Dabi's cheek before trying to lighten the mood, ""You--don't really have the build. Or the height.""","""It's not my fault Natsu and Shouto decided to hog all the height in the family,"" Dabi says, looking back at Hawks, ""I'll--think about it.""",https://archiveofourown.org/works/16349576,0x62952ccba61cc64de11ae35a36d25027ac1ac2db3505a60975e18ec014217362,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18102,"Dabi raises an eyebrow, ""You want me sneaking around on the roof in some kind of pink monstrosity to match you?""","""Okay, rude, as if I would be that trashy at your brother's wedding,"" Hawks huffs.",https://archiveofourown.org/works/16349576,0xe4ccacc2b0291cefc5ca41bade5065b938b4c230e699fecc7978b2c94777d23b,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",1
18103,"""Okay, rude, as if I would be that trashy at your brother's wedding,"" Hawks huffs.","""So it's probably gold then.""",https://archiveofourown.org/works/16349576,0x1c075d5efca57aa7cb5754ae0401206d502bae5195a310b86b5f5f942c3737f3,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18105,"""It's like pale gold,"" Hawks corrects, ""It's super classy.""","""As close as you'll get anyway,"" Dabi snorts, shoving his hands in his pockets, ""So you want me to be sneaking around in gold?""",https://archiveofourown.org/works/16349576,0x1038a74ade236c09d42b669d128aea9b78dc8e905a21c4747540be1142e45f0c,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18108,"Dabi adjusts his coat, buttoning it up over his bare chest, ""You have to allow a man to have a few secrets now and then, Hawks.""","""Right,"" Hawks says (he's pretty sure it has something to do with Honda's black market tech, but far be it from him to puncture Dabi's mystique), ""So you'll go?""",https://archiveofourown.org/works/16349576,0xeda68080f4ed819eda40ce7c10f61cb114d7c87f915ea863062f39f97f6a4965,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18110,"""I was always going to go,"" Dabi points out.","""Right, but--Natsu and Fuyumi kind of--want to see you in person?"" Hawks says, rubbing the back of his neck.",https://archiveofourown.org/works/16349576,0x4768577395d6299a8c6b1e106ef40f8c0adb505fea6eb582ee81096195a8a44a,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18118,"""What's to miss?"" Dabi asks with a sneer, ""The brother they knew is gone anyway.""","""You and I can disagree on that, but even if that is the case, then let them get to know this one,"" Hawks argues.",https://archiveofourown.org/works/16349576,0x5ecb644617c05d66d485868dbbdbd47f7f517d68032b5c837def721d98a77fae,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18119,"""You and I can disagree on that, but even if that is the case, then let them get to know this one,"" Hawks argues.","Dabi shakes his head, dislodging Hawks' hands, ""There is nothing good for them to know.""",https://archiveofourown.org/works/16349576,0x151965e7e07ea02b2411d15726516978467e1ab42102e38ceb649e958687e08f,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18124,"Dabi's sneer grows wider, ""Don't try to make me into a hero, that's your line of work.""","Hawks shrugs, with a crooked grin, ""Well, heroes are a bit overrated anyway, aren't they? Sometimes--you need an ex-villain turned vigilante bad boy to get things done.""",https://archiveofourown.org/works/16349576,0x03fc93debd74c9825efd613310d59a0f897e7a47288aee8e0f6ed29891dd5067,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18125,"Hawks shrugs, with a crooked grin, ""Well, heroes are a bit overrated anyway, aren't they? Sometimes--you need an ex-villain turned vigilante bad boy to get things done.""","""I'm not someone for anyone to emulate,"" Dabi snaps.",https://archiveofourown.org/works/16349576,0x56512fd4d280804e3b811c2a09732f45164d732bb4b20dc966b594198bda96c6,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18127,"""And I am? The guy basically focus-tested into being a hero?"" Hawks asks, gesturing at himself.","""You--are one of the few people who actually deserve the title,"" Dabi says haltingly, taking his hands out of his pockets and looking Hawks in the eye, ""You are--if more people were like you--maybe things like Direwolf would be caught sooner.""",https://archiveofourown.org/works/16349576,0x9328dd9ee6ae1bfe5ac923eeeb6064ef262688e14e5689279d096557a640953c,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18128,"""If you really think that Touya, maybe take some advice from your favorite hero, and go see your brother and sister at the wedding?"" Hawks asks, taking Dabi's scarred hands into his own.","""...you're not going to stop talking about it until I agree, are you?"" Dabi asks, letting Hawks swing their hands to and fro.",https://archiveofourown.org/works/16349576,0x2ea954a3a6da7c1d3e5a0a780a46ade10596be75b3af3b4a1e308039b857e8af,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18129,"""...you're not going to stop talking about it until I agree, are you?"" Dabi asks, letting Hawks swing their hands to and fro.","""Probably not,"" Hawks admits cheerfully.",https://archiveofourown.org/works/16349576,0xc498fecc272f42ced600bb0613cb6a11017e30df0190a4287ec6de9cc1c7b82e,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18138,"""My k-pop is still catchier though,"" Hawks grins up at Dabi while putting on his gloves.","Dabi levels a look at him, ""The only reason we're not fighting right now is because you're a fantastic fuck,"" he says haughtily.",https://archiveofourown.org/works/16349576,0xd8b01d959ed561bfda8c4752ce406b4d1d8676ee4a2cac52947f6438c6929a7e,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",1
18141,"""Don't come back injured, or I'll just have fun by myself,"" Dabi warns.","Hawks licks his lips as he steps out, ""Not much of a threat baby, you know I like to watch.""",https://archiveofourown.org/works/16349576,0x939fd08ad971de3dc29a3292d911d0e107589094736af9ebbbbbfaf5324d927a,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",1
18146,"""I have to say, I expected you to be you know, more freaked out about the idea of a pro-hero chasing your sister,"" Hawks says, looking up from his phone.","""That'd be a little fucking hypocritical wouldn't it?"" Dabi asks, gesturing between the two of them, ""Besides--I'll be more worried when she can actually string more than three words together around Fuyumi.""",https://archiveofourown.org/works/16349576,0xe4a44122f8de5b8d92f4e54c6834536a9d81e621563e95c149b5cb575f32cc7b,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18154,"Hawks scrunches up his face, ""Maybe you should go snoop around her apartment, see if she's got any yuri manga or novels or something stashed away.""","""Or instead of breaking into my sister's apartment, your friend over there could just ask her out,"" Dabi says, flipping the page of his magazine.",https://archiveofourown.org/works/16349576,0x95700ec93be639fdbf7e0023acc28c672c9bbf42ddea5bf7f82bf3f569b128e6,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18156,"Hawks sighs, ""You're no fun, Dabi.""","Dabi smirks, ""Not what you were saying last night.""",https://archiveofourown.org/works/16349576,0xe448a4e7091c03efee636cc6b59041fa9d0295ee431274f032f47d5d61684243,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18158,"""Mm, I think you should prove it again,"" Hawks says, setting his phone aside and crawling into Dabi's lap.","""So fucking pushy,"" Dabi murmurs into Hawks' ear before biting down on it.",https://archiveofourown.org/works/16349576,0x1b7c9bc4c9a51d0b2eeb2f16e12ceff30f7993f8a4454f99975315e83c615127,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",1
18164,"""Why didn't you tell me so I could help her out?""","""Not really your kind of business, Miruko,"" Hawks says lightly.",https://archiveofourown.org/works/16349576,0x6137f3ea0b147aa3b1492c0a763c32b15ae4dcee39cc02e9362d383849dc1c67,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18166,"""Ah, covert ops,"" Miruko narrows her eyes, ""Or Dabi stuff?""","""Let's call it both.""",https://archiveofourown.org/works/16349576,0x0fc97429857807ad91b6011c7286a4a6755a8777610e09bf5dc0a31bbd7fa77e,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18179,"Yukina chuckles, covering her mouth with her sleeve, ""Indeed, I do,"" she says smoothly, looking over at Natsuo, a tender look in her eyes.","""Thanks Hawks, but I'm the lucky one,"" Natsuo declares, grabbing Yukina's hand and kissing it while staring into her eyes.",https://archiveofourown.org/works/16349576,0x637df2212d1829e54cc23c0be54dc424b41ea06c87a2131899ba67e3dfb6bcac,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18184,"""Tell him I would like to meet Natsu's oldest brother,"" Yukina says, still holding her husband's hand tight, ""I've heard so much about him.""","""Knew there was a reason we liked you, Yukina-chan,"" Hawks says with a grin, waving at the two of them as he makes his way across the reception hall towards the door. Passing through, it looks like Miruko really has plucked up the courage to offer a champagne flute to Fuyumi who looks somewhat surprised but open to conversation, Yoarashi is making his way through the crowd to loudly offer his congratulations to Yukina and Natsuo, Shouto is talking and smiling more widely than Hawks has ever seen at Midoriya (oh ho, what's this?), Shouto's manager and Bakugou's manager are bickering cheerfully by the buffet, and Todoroki Rei is in quiet conversation with Yukina's parents, so probably he can slip away for a while without anyone noting his absence.",https://archiveofourown.org/works/16349576,0x548a9d8eb58b71ce3466c7939b9275842eebc561375fd14f744f7523f87d0a25,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
18188,"""You look great,"" Hawks says, staring at Dabi (it was--somewhat strange though. It was almost like looking at a stranger, except for Dabi's sharp eyes that are pinned to him).","Dabi shrugs, a strange expression playing across his mouth, ""I can probably keep it, and we can use it later, if you want.""",https://archiveofourown.org/works/16349576,0x154c131b035583fff7edba9980c316e5d8370856472e3a2963acd5445a6022e9,16349576,you’re not the wind beneath my wings (but you are the fire that keeps me warm),juurensha,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"14,739","F/F,F/M,Gen,M/M",0
